X,y
"[0.74429176 0.77290946 0.75770761 0.71827003 0.68961272 0.67067195
 0.65855803 0.69689738 0.73218999 0.6445826  0.70785666 0.73892433
 0.73084744 0.63790845 0.71327875 0.73538493 0.72008369 0.64097294
 0.70905594 0.72695824 0.71237074 0.95676842 0.9010468  0.83248216
 0.78115659 0.76491797 0.83491257 0.76162673 0.78242484 0.80952332
 0.85043519 0.77666266 0.79682003 0.82445471 0.86516784 0.80035057
 0.81829708 0.84126186 0.87826765 0.82510643 0.83974869 0.85990768]",llavecarro
"[0.77396053 0.69885025 0.64664744 0.63182635 0.65054397 0.65451433
 0.64146593 0.65572802 0.66295448 0.70530039 0.68591653 0.69312073
 0.70136822 0.7532528  0.72841427 0.73278436 0.73954807 0.79422435
 0.76446945 0.76715398 0.77661702 1.06675819 1.04293199 0.9958378
 0.95619925 0.92597935 0.9160298  0.87692517 0.89107506 0.91649942
 0.92055065 0.94403632 0.98614523 0.99536371 0.94175717 0.9768548
 1.00922169 1.00844582 0.96779743 1.00014062 1.02402646 1.02293309]",llavecarro
"[0.94437896 0.88594975 0.81435678 0.76500748 0.75389921 0.82172572
 0.75055321 0.77109733 0.79680206 0.84307549 0.7686382  0.78774821
 0.81602857 0.86125723 0.79414567 0.81194074 0.83565093 0.87646948
 0.82251287 0.83729736 0.85785157 0.79084193 0.81099241 0.78781787
 0.74760812 0.71939872 0.69710919 0.68630719 0.72373252 0.75764669
 0.67304822 0.73595338 0.7705178  0.76307902 0.66986443 0.74460376
 0.76982448 0.75578513 0.67807827 0.74787883 0.76702804 0.75197446]",llavecarro
"[0.69848935 0.73504455 0.72766504 0.6938638  0.66761614 0.64528719
 0.63816557 0.67676999 0.71149378 0.61714548 0.68077549 0.70565714
 0.69732983 0.60644256 0.68250437 0.69797454 0.68252611 0.60505233
 0.67470317 0.68869096 0.67445642 0.96464676 0.91168184 0.84280205
 0.78934433 0.76990589 0.84596268 0.76801206 0.78821063 0.81591267
 0.85869418 0.78117605 0.80067047 0.82980248 0.87014384 0.80320705
 0.82078308 0.84506674 0.88002419 0.82740033 0.84217914 0.86318989]",llavecarro
"[1.05047354 1.02598984 0.98032001 0.94278865 0.91284449 0.9013058
 0.86684505 0.8843158  0.91153634 0.904405   0.93272722 0.97430539
 0.98549164 0.92428372 0.96152149 0.99325702 0.99535894 0.95003018
 0.98343369 1.00765304 1.00864583 0.79969109 0.72185397 0.66741886
 0.64841416 0.66721995 0.67094951 0.648153   0.66399174 0.67635352
 0.71972686 0.69302904 0.70143173 0.71373223 0.76620705 0.73661453
 0.74067057 0.74974028 0.80606867 0.7721987  0.77490398 0.78606545]",llavecarro
"[0.74634389 0.67179256 0.62667362 0.62570157 0.65657488 0.63649085
 0.63637212 0.64577373 0.64829862 0.69029105 0.68162083 0.68312576
 0.68840277 0.73922316 0.72219857 0.72211861 0.7272537  0.77994258
 0.75361185 0.75408154 0.76367405 1.07942568 1.05357634 1.00338804
 0.9636092  0.93443919 0.92980909 0.89186679 0.9045333  0.92816276
 0.93628972 0.95720306 0.99815617 1.00993704 0.95881124 0.98929719
 1.02124855 1.02450708 0.98669924 1.01384356 1.03891488 1.04196134]",llavecarro
"[0.79178192 0.75900429 0.73660712 0.71788422 0.69779096 0.76826166
 0.7863524  0.79789469 0.8062302  0.79317353 0.81051939 0.82144881
 0.82809316 0.81900434 0.83318218 0.84417421 0.84953862 0.84411787
 0.85462904 0.86016207 0.86272619 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.9017418  0.86301813 0.81725101 0.78181702 0.75319255 0.8097521
 0.7818854  0.76401285 0.75130658 0.83054107 0.79774059 0.77595383
 0.75968674 0.85562654 0.82299378 0.80231658 0.78592912 0.8832858
 0.85840387 0.84155004 0.82659169 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.8067067  0.77325725 0.74780346 0.72457091 0.70249761 0.776911
 0.79056473 0.79898294 0.80518223 0.80062914 0.81350183 0.82202215
 0.82807135 0.82650019 0.83545436 0.84382186 0.84841616 0.85253738
 0.86044899 0.86415377 0.86630898 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.77539458 0.74575127 0.72662635 0.71026042 0.69167411 0.76062807
 0.78333283 0.79733702 0.80748835 0.78479714 0.80738656 0.82180572
 0.83141219 0.80919151 0.82749832 0.84159145 0.84975124 0.83265241
 0.84680933 0.85516526 0.8605024  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.90055055 0.86030005 0.81481377 0.77954641 0.75068766 0.81051968
 0.78614903 0.77099006 0.76020423 0.83221811 0.80380524 0.78543886
 0.77167263 0.85815276 0.8292075  0.81117601 0.79660114 0.88695456
 0.86498586 0.85037846 0.83712993 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.90670135 0.86802749 0.82254893 0.78759976 0.75944099 0.81043393
 0.77686548 0.75713341 0.74245036 0.82867103 0.79144486 0.76752118
 0.74949382 0.85232611 0.81619132 0.79367141 0.77578246 0.87954427
 0.85263741 0.83492382 0.81938347 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.72253698 0.70731002 0.67408542 0.64579901 0.62747074 0.6327657
 0.59927322 0.57901107 0.56192989 0.6401913  0.62158484 0.65452671
 0.66382881 0.65032518 0.63396309 0.66336681 0.67102363 0.66147706
 0.64737304 0.66914114 0.67855062 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ahi
"[0.81360529 0.78965065 0.76343459 0.75527858 0.76138944 0.75257351
 0.74695516 0.74739558 0.75091895 0.77394579 0.77322128 0.78100846
 0.78331133 0.79421092 0.79510742 0.79633416 0.79644967 0.81430731
 0.81155826 0.8107737  0.81110031 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ahi
"[0.71133284 0.6977662  0.66377823 0.63380639 0.61391674 0.62403144
 0.58941194 0.56894162 0.55114795 0.62953521 0.61037052 0.64462252
 0.65536054 0.63789122 0.62088129 0.65219838 0.66098503 0.64771336
 0.63249313 0.65534473 0.66556108 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ahi
"[0.81313262 0.78392872 0.7565832  0.75028025 0.75863004 0.7451023
 0.73648285 0.73462408 0.73599396 0.76651126 0.76274845 0.77320134
 0.77789643 0.78637429 0.7844248  0.78872821 0.79126496 0.80656183
 0.80196823 0.80286484 0.80512912 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ahi
"[0.81817519 0.79438715 0.76977044 0.76312112 0.77082491 0.76226648
 0.75746525 0.75849349 0.76296136 0.78346478 0.78313472 0.78954535
 0.79216354 0.80359343 0.80463306 0.8043953  0.80468629 0.8238533
 0.82103581 0.81881013 0.81922707 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ahi
"[0.90072483 0.87988753 0.84990788 0.82852299 0.81008551 0.84585268
 0.83190671 0.82379492 0.82132263 0.85903229 0.84438265 0.82394542
 0.80160044 0.87395285 0.85069466 0.82908493 0.81082245 0.88702921
 0.86453773 0.84784791 0.83500994 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ebrio
"[0.94148587 0.89502278 0.85983657 0.83346658 0.80392197 0.90683821
 0.92105707 0.92669964 0.93662776 0.94927109 0.96122819 0.96087007
 0.96429115 0.97985416 0.99000087 0.98959138 0.99003624 0.99969666
 1.01050447 1.01612273 1.01918764 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ebrio
"[0.654713   0.62407698 0.60054834 0.57179791 0.53347443 0.63059369
 0.7015256  0.70985032 0.69578931 0.65855319 0.73868819 0.74232507
 0.724925   0.69092041 0.76376954 0.76951358 0.7532384  0.72184132
 0.77842025 0.79874182 0.80499346 0.925895   0.89287549 0.85404295
 0.83080177 0.81230329 0.87728312 0.86769123 0.85490171 0.84430929
 0.89834253 0.87946474 0.85976699 0.84233709 0.91134763 0.88276023
 0.86049869 0.8425201  0.9180259  0.89263403 0.87525816 0.86229892]",ebrio
"[0.59929206 0.58120764 0.57364359 0.55549031 0.52398678 0.6083558
 0.68463652 0.69092086 0.67486283 0.63164764 0.71664419 0.71758657
 0.69856645 0.65831268 0.73770899 0.73786631 0.71948499 0.68374939
 0.74751071 0.76727661 0.77489881 0.85518082 0.85077928 0.8343472
 0.81715165 0.7989532  0.84475078 0.82457967 0.80220535 0.78582927
 0.85543933 0.83184805 0.80519212 0.77562183 0.86001883 0.82917451
 0.80815355 0.78691601 0.86167436 0.83644881 0.81723834 0.79653896]",ebrio
"[0.88860271 0.82994131 0.77088297 0.72654807 0.6927115  0.75778185
 0.77485359 0.79783601 0.80054627 0.78925894 0.81609603 0.8356282
 0.8348569  0.82614344 0.84950259 0.86726235 0.8687151  0.86294177
 0.88011465 0.89443899 0.89963669 0.92226083 0.87500242 0.84906218
 0.8308399  0.81257226 0.90879385 0.93422134 0.94027122 0.94563137
 0.94974322 0.96836317 0.97661336 0.98548364 0.97810197 0.99012492
 0.9964934  1.0060339  0.99794008 1.01143384 1.01194087 1.01369528]",ebrio
"[0.91337133 0.85951592 0.79810635 0.7518771  0.71906258 0.77829376
 0.78652532 0.80881366 0.81447813 0.8081768  0.82468832 0.84512308
 0.8470983  0.84478469 0.85910041 0.87807141 0.88252506 0.88165426
 0.89101252 0.90305262 0.90638547 0.94688604 0.894601   0.85736007
 0.83037454 0.79560909 0.9134866  0.92449402 0.93148372 0.94256437
 0.9556203  0.96672751 0.97280266 0.98142497 0.98411252 0.99514681
 1.00135929 1.00667803 1.00144283 1.01247933 1.02195246 1.02828282]",ebrio
"[0.9622287  0.92572376 0.87844109 0.8433815  0.82523206 0.84815185
 0.79849141 0.76671676 0.7401197  0.86267218 0.82505102 0.80233977
 0.78603477 0.8853899  0.87466869 0.89002705 0.90335877 0.91137624
 0.90207584 0.91257758 0.92131424 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.69022871 0.64511    0.60826086 0.57083401 0.53574036 0.62769418
 0.61578807 0.60828683 0.60282392 0.65727279 0.67795898 0.69643809
 0.71186247 0.68955819 0.72053437 0.71934513 0.71055543 0.72209878
 0.74305793 0.74144735 0.73356667 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.94839938 0.9101615  0.86142318 0.82405469 0.8055567  0.83448732
 0.78735355 0.7573748  0.7335731  0.84960864 0.81489715 0.79486999
 0.78173603 0.87333611 0.86627303 0.87981817 0.89152321 0.90048061
 0.89296305 0.90287216 0.91114562 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.97673832 0.94010387 0.89400472 0.85957807 0.84404378 0.85930406
 0.80952835 0.77687762 0.75116832 0.87169846 0.83039468 0.80500488
 0.78792486 0.8932758  0.88086763 0.8960185  0.91021407 0.91854744
 0.90821603 0.91928973 0.92918    0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.7246836  0.67716776 0.63326239 0.59220884 0.55479121 0.64935317
 0.63021683 0.61882002 0.61065408 0.67933838 0.6920778  0.70425174
 0.71497052 0.71269377 0.73616404 0.73756857 0.73199536 0.74634312
 0.76206983 0.76366087 0.75899239 0.9684717  0.93164424 0.88262236
 0.84645962 0.8221031  0.86376209 0.823107   0.79637274 0.77396648
 0.8745877  0.83082222 0.80782367 0.7929502  0.8939369  0.86954738
 0.88701367 0.90374224 0.91630572 0.9007505  0.91329142 0.92424977]",chocar
"[0.66061643 0.61612439 0.58237596 0.54676955 0.5129178  0.60788452
 0.60125656 0.59770453 0.59617188 0.63733525 0.66251094 0.68336686
 0.70086923 0.66888154 0.70046076 0.69741261 0.68800916 0.70005369
 0.72186468 0.71951413 0.7119223  1.00136256 0.96260826 0.91381284
 0.87942531 0.85577192 0.8901027  0.84331305 0.81388054 0.7893394
 0.89917646 0.84570456 0.81744522 0.79904474 0.91662495 0.88705603
 0.90647151 0.92563444 0.93810218 0.91910856 0.93362585 0.94734919]",chocar
"[0.81556001 0.74824511 0.70386186 0.69778181 0.71312579 0.70368616
 0.69964883 0.71140589 0.71589791 0.75207286 0.74385315 0.75003728
 0.75497127 0.79679208 0.7834365  0.78559493 0.78963543 0.83574199
 0.81395076 0.81387856 0.82099216 1.0189791  0.95184605 0.89373865
 0.8641224  0.86877854 0.87341018 0.84107495 0.860707   0.87636563
 0.90079961 0.87314916 0.89139224 0.9040701  0.93166354 0.90674914
 0.92210247 0.93323378 0.96261647 0.93709237 0.95010922 0.96233597]",carro
"[1.04026184 0.98596748 0.92819908 0.89192669 0.88123281 0.91736148
 0.85599831 0.87702696 0.90175767 0.93718551 0.87822106 0.8996852
 0.92184513 0.95790379 0.9031978  0.92196887 0.94199003 0.97833541
 0.92996832 0.94345372 0.96041775 0.93173716 0.87181867 0.83858944
 0.8358199  0.85534604 0.83716377 0.85146047 0.86308026 0.86136243
 0.88197477 0.89367473 0.89983374 0.89910314 0.92696571 0.93076808
 0.93466512 0.93419603 0.96725432 0.9611762  0.96342915 0.96627405]",carro
"[0.84309325 0.77682782 0.72993259 0.72093081 0.73562302 0.72901637
 0.71681582 0.72907201 0.73604341 0.77666403 0.76109921 0.76896175
 0.77598647 0.82027968 0.80002885 0.80382123 0.81059013 0.8578942
 0.83058245 0.83197375 0.84194108 1.0167333  0.94971149 0.89251592
 0.86651541 0.87628196 0.87544159 0.84812263 0.8666602  0.88028361
 0.90544448 0.88239099 0.89910711 0.91080152 0.93909316 0.91714309
 0.93085337 0.94098275 0.97209399 0.94883769 0.96064767 0.9721939 ]",carro
"[0.77825166 0.71510671 0.67700479 0.6750507  0.68921849 0.67655349
 0.68206093 0.69254508 0.69346026 0.72503176 0.72607028 0.7314594
 0.7328418  0.77091705 0.76428431 0.76670165 0.76859333 0.81097822
 0.79472856 0.79382187 0.79865541 1.01125195 0.9466458  0.88615812
 0.85487591 0.85954733 0.87009521 0.82737422 0.84881749 0.86824226
 0.89454527 0.86027698 0.88026447 0.89610948 0.92210083 0.89337989
 0.91008558 0.9238113  0.94988904 0.92234718 0.93669747 0.95093693]",carro
"[0.94754711 0.88567747 0.84953635 0.84600756 0.86626816 0.84585203
 0.85573729 0.86898648 0.86913438 0.88997873 0.8985027  0.90585571
 0.90670069 0.93473399 0.93727789 0.94245148 0.94362597 0.97518576
 0.96866527 0.97219893 0.97637701 1.02581199 0.97121749 0.9123904
 0.87644149 0.86617728 0.90398132 0.84639468 0.86757916 0.89161559
 0.92548922 0.87075719 0.89010102 0.91139806 0.94801848 0.89723874
 0.91454678 0.93419834 0.96981644 0.92582085 0.93926781 0.95610193]",carro
"[0.91373903 0.85638767 0.82552587 0.82634903 0.85187252 0.83033731
 0.8485392  0.85582626 0.85059229 0.87647155 0.88982693 0.89232068
 0.88934112 0.92198967 0.92530424 0.92695293 0.92536674 0.96171964
 0.95493507 0.95527575 0.95753593 1.04538207 0.99554632 0.93593394
 0.89613525 0.88326458 0.92753542 0.86298198 0.88476659 0.91005758
 0.94483162 0.88258837 0.90582668 0.92786821 0.96265948 0.90497078
 0.92564988 0.94599955 0.9800781  0.9306356  0.9464118  0.96453209]",carro
"[0.47947299 0.47179686 0.49022613 0.52116131 0.54417609 0.48640894
 0.51594945 0.53515231 0.552805   0.49932026 0.56121112 0.57918852
 0.58934699 0.51471378 0.56538666 0.55546452 0.54267975 0.53017379
 0.56339436 0.55462983 0.54358163 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",desmayar
"[0.73460691 0.7033245  0.67168366 0.65677756 0.6527753  0.64557811
 0.61919363 0.60437946 0.59405428 0.65537358 0.65534644 0.66915497
 0.67202023 0.67326041 0.68260248 0.69439753 0.69395367 0.69325893
 0.70204398 0.71323986 0.71411165 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",desmayar
"[0.48923967 0.4769275  0.48994367 0.5178118  0.54031423 0.48410645
 0.50973372 0.52604224 0.5406349  0.49867773 0.55514819 0.57013047
 0.57669043 0.51678811 0.56485313 0.55742552 0.54500306 0.53416431
 0.56676398 0.55998947 0.5492526  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",desmayar
"[0.47336526 0.46931565 0.4900176  0.52027728 0.54222436 0.49040455
 0.51969953 0.54006012 0.5581634  0.50225672 0.55929805 0.57421584
 0.58208536 0.51553583 0.56229692 0.55266247 0.53993411 0.52793696
 0.5591737  0.55034052 0.53908317 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",desmayar
"[0.71870973 0.68589332 0.65601353 0.64284948 0.64033321 0.63071503
 0.60882193 0.59479245 0.58404133 0.64167718 0.64133432 0.65530692
 0.65920251 0.66001984 0.6679574  0.67920066 0.67982962 0.68045933
 0.68804228 0.69820279 0.69956528 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",desmayar
"[0.75729672 0.72089522 0.68662471 0.66962289 0.66238671 0.66390375
 0.63627062 0.61954312 0.60754307 0.67228507 0.66647272 0.68202452
 0.68936121 0.68943285 0.6946786  0.70876901 0.71180359 0.70891815
 0.7160241  0.72903316 0.73177935 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",desmayar
"[0.79477135 0.79762421 0.77169757 0.75440623 0.74073328 0.71627293
 0.6904687  0.6764451  0.66469202 0.71485159 0.68227716 0.66561558
 0.65272022 0.72568186 0.69642021 0.68408933 0.67185176 0.74672244
 0.73016405 0.72043342 0.70842768 0.97381329 0.92465742 0.87232299
 0.8327694  0.80145995 0.85207703 0.78424058 0.74067916 0.7055685
 0.86077596 0.78392159 0.73403503 0.69453596 0.87607989 0.80108491
 0.75446854 0.7176044  0.89593585 0.84358343 0.80792571 0.7779043 ]",casa
"[1.01323256 0.96404272 0.91611225 0.8818337  0.84622455 0.89779573
 0.85094563 0.81659018 0.78747604 0.90554854 0.85087685 0.81257907
 0.77914177 0.91699027 0.86209798 0.825335   0.79696525 0.93112271
 0.88568743 0.85621236 0.83195115 0.79127457 0.7563289  0.72542408
 0.71059968 0.7063482  0.70077839 0.68990118 0.67805368 0.66763307
 0.71180393 0.69742345 0.6813438  0.66730165 0.73375974 0.71490923
 0.70051321 0.68786215 0.76583008 0.75216489 0.74078955 0.73073234]",casa
"[0.95381175 0.90321934 0.85375435 0.81509724 0.78208992 0.8389845
 0.77592684 0.73574429 0.70268335 0.84918129 0.77680331 0.73061779
 0.69373315 0.86666014 0.79467278 0.75078875 0.71606496 0.88925723
 0.83846946 0.80469711 0.77726788 0.82547255 0.82261112 0.79266973
 0.77139798 0.75329728 0.74394926 0.71288092 0.69440131 0.67910451
 0.74097386 0.70570881 0.68474399 0.66780853 0.74957831 0.71831305
 0.70240766 0.6880479  0.76800382 0.74847578 0.73655357 0.72418206]",casa
"[0.99876883 0.9477683  0.89032182 0.84835035 0.81647043 0.86553573
 0.79528869 0.74920103 0.71167131 0.87194348 0.79270978 0.74066958
 0.69860526 0.8848927  0.80813946 0.75857098 0.71925967 0.90263689
 0.84908487 0.81209383 0.78049321 0.76200004 0.77047148 0.75002198
 0.73735956 0.72829249 0.69171913 0.66569614 0.65253253 0.64206523
 0.69076217 0.65987832 0.64643851 0.63675048 0.70110662 0.67356078
 0.66401078 0.65399458 0.72207208 0.70580628 0.69798594 0.68745352]",casa
"[0.81059778 0.76547164 0.73136164 0.71060361 0.69870523 0.71573139
 0.69802234 0.68209522 0.66891231 0.72775096 0.70475122 0.68495169
 0.66839497 0.74912304 0.72500596 0.70809083 0.69381676 0.77866992
 0.76329753 0.75104444 0.73992205 1.00000639 0.95707442 0.91008851
 0.87716886 0.84223488 0.88947725 0.84339974 0.80978842 0.7821169
 0.89784479 0.84581669 0.80872838 0.77647876 0.90969974 0.85768884
 0.82137552 0.79315905 0.92521922 0.88346363 0.85424764 0.82923644]",casa
"[1.02126171 0.97590632 0.92814088 0.89365275 0.85801875 0.91811471
 0.8749329  0.84231524 0.81573502 0.92620773 0.87795853 0.84244267
 0.81196011 0.93641116 0.88784803 0.85222961 0.82510369 0.94785132
 0.90753286 0.87931952 0.85592857 0.76466866 0.72967211 0.70624587
 0.69649376 0.69805192 0.68620597 0.68107355 0.6735607  0.66698264
 0.69748809 0.68821955 0.67709677 0.66825679 0.71893093 0.70495302
 0.69497749 0.68651396 0.74901187 0.74042468 0.73231299 0.72537647]",casa
"[0.86761105 0.82705061 0.78081339 0.74726892 0.72302346 0.76197275
 0.75022763 0.75988732 0.76532539 0.77756661 0.7729307  0.78437583
 0.79294402 0.80005481 0.79610366 0.80776265 0.81723705 0.824965
 0.81989326 0.82888933 0.83672631 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.75557045 0.72588567 0.70908763 0.70302927 0.70819524 0.70528628
 0.70125195 0.70408331 0.70748531 0.72706437 0.72420454 0.72366267
 0.7247913  0.75272627 0.74754143 0.74463612 0.7448473  0.78040305
 0.77378058 0.76942476 0.76934713 0.85219439 0.81014343 0.7630723
 0.72608817 0.69993242 0.74862074 0.7371809  0.75319026 0.76420955
 0.76642501 0.76178415 0.77392786 0.78524812 0.79084495 0.78987625
 0.80033533 0.80922215 0.81616438 0.81384846 0.82377844 0.83140086]",chocar
"[0.86555102 0.82325298 0.77954155 0.74995998 0.73001208 0.75705341
 0.74793842 0.75888385 0.76613685 0.77501657 0.77404927 0.78704188
 0.79599112 0.79990042 0.79979233 0.81121541 0.81988812 0.82676443
 0.82471285 0.83280051 0.83973943 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.87137519 0.83442879 0.78993631 0.75876107 0.73960546 0.76086605
 0.74070031 0.73687523 0.73583725 0.77382631 0.76800374 0.78123231
 0.7912583  0.79527141 0.79237778 0.80431771 0.81481089 0.81949427
 0.81702944 0.82624371 0.83486604 0.77015328 0.72832977 0.71059276
 0.70932086 0.70562508 0.74130747 0.73807457 0.73679361 0.73569393
 0.77326557 0.76655809 0.76315198 0.76342778 0.80074251 0.79095603
 0.78683652 0.78572934 0.8234329  0.81342862 0.80912533 0.8089782 ]",chocar
"[0.8512367  0.8080335  0.76302978 0.72887409 0.70606391 0.75152986
 0.74015285 0.75508707 0.76604352 0.77115903 0.76841529 0.78011156
 0.79110083 0.79662062 0.79691325 0.80630476 0.81479656 0.82234773
 0.82050106 0.82957399 0.83728018 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.84196696 0.80350606 0.76043665 0.72564659 0.70129291 0.74673496
 0.73283525 0.74705442 0.75698707 0.7619665  0.75530857 0.76670888
 0.77782746 0.78300434 0.7798792  0.78990858 0.79828562 0.80519052
 0.8019534  0.81145774 0.81882784 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",chocar
"[0.74751825 0.72295567 0.71568996 0.72169836 0.73498893 0.73573917
 0.75763147 0.76269488 0.76682525 0.76524543 0.79536315 0.79232487
 0.79153618 0.78915981 0.81664663 0.80943255 0.80404236 0.80861247
 0.83298282 0.82879097 0.82565181 0.93005318 0.93426046 0.95928445
 0.98828556 1.00827583 0.93783844 1.01377998 1.02535735 1.01938897
 0.94819692 1.03882773 1.02954731 1.00430437 0.96497276 1.04700107
 1.03520014 1.01100475 0.98380609 1.04721053 1.03636317 1.01697105]",fosforo
"[0.69024981 0.69362665 0.69909098 0.70933325 0.721814   0.66958418
 0.70782013 0.72764895 0.73546388 0.67453421 0.72354814 0.74263408
 0.75187851 0.68270997 0.72750317 0.74143491 0.74696494 0.69193379
 0.72393196 0.73673898 0.74220146 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fosforo
"[0.95172142 0.94991717 0.97171719 0.99807856 1.01365992 0.94670683
 1.00078584 1.02701918 1.03904625 0.96005794 1.03081286 1.04716137
 1.04431028 0.97754416 1.04313812 1.05638933 1.05364624 0.99607488
 1.04816485 1.05984602 1.06065005 0.73875991 0.71945472 0.71726842
 0.72253719 0.73612723 0.72986583 0.75630651 0.76324499 0.76696467
 0.75482135 0.78741644 0.78879657 0.79076107 0.77662531 0.80706473
 0.80544997 0.80398291 0.79507076 0.82210415 0.82397027 0.82519378]",fosforo
"[0.90660924 0.91513543 0.9452672  0.97654648 0.99800648 0.92215278
 0.99121248 1.01091773 1.01535876 0.93062105 1.01836328 1.01226499
 0.98843552 0.94455852 1.0253238  1.01620486 0.99341729 0.96054054
 1.02311949 1.01487138 0.99644552 0.75967645 0.73409747 0.72484565
 0.7247186  0.72854537 0.73462959 0.75280637 0.7560545  0.75984098
 0.76352827 0.79168347 0.78723813 0.78511961 0.78929283 0.81515571
 0.80634235 0.80018857 0.81184653 0.83422781 0.82791701 0.82350338]",fosforo
"[1.0440377  1.01841529 1.0076603  1.00913803 1.01155144 0.9867951
 1.01872749 1.0388177  1.04782968 1.01528277 1.06591391 1.07346096
 1.06790864 1.04743049 1.09692469 1.09868531 1.0890051  1.07786749
 1.11776608 1.11862398 1.1101745  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fosforo
"[1.05154055 1.01886555 0.9999226  0.99405982 0.986433   0.9809591
 1.0167654  1.03340319 1.03195391 1.01161483 1.05948748 1.06796801
 1.05781186 1.04592781 1.08825087 1.09083897 1.07959281 1.07916852
 1.11252877 1.11170399 1.10110675 0.67688448 0.687348   0.69652609
 0.70956879 0.7232544  0.66414589 0.69687713 0.71959732 0.7329742
 0.66604765 0.70753562 0.73152099 0.74737142 0.67102074 0.70916014
 0.72904873 0.74209799 0.67825154 0.70517779 0.7215019  0.73187326]",fosforo
